,frame,pos_x,pos_y,size,id
0,1.0,78.23381049761417,26.955010224948875,244.5,A
1,1.0,206.92961487383795,394.8021248339973,125.5,B
2,1.0,393.09600477042335,104.91413237924866,279.5,C
3,1.0,833.3966480446927,201.9143389199255,179.0,D
4,1.0,1006.0996884735202,62.30218068535826,160.5,E
5,1.0,349.0864197530864,375.94179894179894,189.0,F
6,1.0,710.7448453608248,392.8316151202749,194.0,G
7,1.0,532.0676037483265,396.330655957162,249.0,H
8,1.0,1152.0705705705705,200.9902402402402,222.0,I
9,1.0,961.553633217993,384.83217993079586,289.0,J
10,2.0,78.3300460223537,27.017094017094017,253.5,A
11,2.0,206.58856345885633,394.97489539748955,119.5,B
12,2.0,392.9831002331002,106.81060606060606,286.0,C
13,2.0,833.0574018126888,199.02215508559917,165.5,D
14,2.0,1003.9333333333333,66.1638418079096,147.5,E
15,2.0,348.90617848970254,376.2684973302822,218.5,F
16,2.0,710.5516304347826,393.22101449275357,184.0,G
17,2.0,532.855600539811,396.1673414304993,247.0,H
18,2.0,1150.7772692601068,200.19145690312737,218.5,I
19,2.0,961.3644214162349,384.45826137017843,289.5,J
20,3.0,78.48924731182795,26.895833333333332,248.0,A
21,3.0,202.3765978367748,396.661750245821,169.5,B
22,3.0,392.9883040935672,108.71754385964913,285.0,C
23,3.0,831.3199233716474,195.98084291187737,174.0,D
24,3.0,1004.7298850574713,68.83908045977012,174.0,E
25,3.0,349.150826446281,378.0289256198347,242.0,F
26,3.0,709.9115826702033,392.87886825817856,188.5,G
27,3.0,534.2206851119894,395.68642951251644,253.0,H
28,3.0,1148.8054901960784,199.09019607843135,212.5,I
29,3.0,961.4896193771626,384.51960784313724,289.0,J
30,4.0,78.55236139630391,27.245722108145106,243.5,A
31,4.0,198.4115456238361,397.66480446927375,179.0,B
32,4.0,392.81475029036005,110.36759581881533,287.0,C
33,4.0,831.331366764995,195.4070796460177,169.5,D
34,4.0,1005.5267379679144,68.4777183600713,187.0,E
35,4.0,349.42291666666665,378.63055555555553,240.0,F
36,4.0,709.9157801418439,392.843085106383,188.0,G
37,4.0,535.200408997955,395.53715064758006,244.5,H
38,4.0,1147.837729816147,198.3980815347722,208.5,I
39,4.0,961.7455990914252,384.9784213515048,293.5,J
40,5.0,78.62176870748299,27.220408163265308,245.0,A
41,5.0,193.1554447215295,397.46300914380714,200.5,B
42,5.0,392.7775831873905,111.88149445417396,285.5,C
43,5.0,831.5775193798448,195.27810077519376,172.0,D
44,5.0,1004.9940476190476,74.61904761904762,168.0,E
45,5.0,348.900826446281,379.5633608815427,242.0,F
46,5.0,710.2282196969696,393.03314393939394,176.0,G
47,5.0,535.6004228329809,394.8935870331219,236.5,H
48,5.0,1146.363324764353,197.36589545844043,194.5,I
49,5.0,961.7752744078566,385.213749277874,288.5,J
50,6.0,78.78873239436619,27.154258886653253,248.5,A
51,6.0,189.72030651340995,396.09655172413795,217.5,B
52,6.0,392.5117117117117,114.70990990990991,277.5,C
53,6.0,830.493896713615,194.02159624413142,177.5,D
54,6.0,1006.4740143369175,83.10752688172043,186.0,E
55,6.0,345.60222752585514,385.83214001591085,209.5,F
56,6.0,710.2121212121211,393.42245989304814,187.0,G
57,6.0,536.6256830601093,394.2745901639344,244.0,H
58,6.0,1144.6637931034484,196.14176245210726,174.0,I
59,6.0,961.7068273092369,385.2954675846242,290.5,J
60,7.0,78.77464788732394,27.055667337357477,248.5,A
61,7.0,189.76008968609867,395.60837070254104,223.0,B
62,7.0,392.3689205219454,115.74436536180308,281.0,C
63,7.0,831.2532228360957,194.72559852670346,181.0,D
64,7.0,1007.3709677419355,84.2105734767025,186.0,E
65,7.0,344.38495188101484,387.9737532808399,190.5,F
66,7.0,710.5064456721915,393.72375690607737,181.0,G
67,7.0,537.4651324965132,394.5460251046025,239.0,H
68,7.0,1144.130604288499,195.6783625730994,171.0,I
69,7.0,961.5203671830177,384.64658634538154,290.5,J
70,8.0,78.83569979716025,26.76200135226504,246.5,A
71,8.0,189.8563748079877,394.6121351766513,217.0,B
